lexid,first_name,last_name,ssn,vin
8888091316,Rabi,Maso,654-86-0689,1G6DP8E33D0042184
8888091317,Alane,Aish,462-89-7043,JH4KB16647C228983
8888091318,Tootsie,Lorman,552-57-4435,JTDZN3EU0E3199000
8888091319,Barny,Diloway,710-20-1625,JH4DC53823C451004
8888091320,Cassy,Lorinez,438-09-4495,5GAKRCED7CJ908456
8888091321,Rae,Mazzilli,722-26-8687,5N1AR1NBXAC138442
8888091322,Gavra,Vegas,665-29-7744,JN1AZ4EH4AM543364
8888091323,Brianna,Milch,698-41-8102,SCBET9ZA4FC820055
8888091324,Andris,Macquire,749-70-6984,1G6DC1E31C0997504
8888091325,Hank,Fazan,745-44-3824,JTDZN3EU8E3194286
8888091326,Sigfrid,Kiebes,805-21-0800,4T1BF1FK7DU140014
8888091327,Anjanette,Northin,288-13-2232,WAUDK78T28A974312
8888091328,Leslie,Fearneley,195-10-5074,5TFCW5F17CX190187
8888091329,Clyde,Dahmke,184-47-1426,JN1CV6FE2EM933423
8888091330,Truda,Orred,783-59-5434,2C3CDXEJ0DH572171
8888091331,Jerrie,Snasdell,431-02-5254,1G6AU5S80F0987381
8888091332,Morton,Steel,780-51-5319,WBAHN83568D160928
8888091333,Janaya,Prout,659-57-5676,KMHHT6KJ1FU949461
8888091334,Dede,Kingsnode,746-24-8168,WBADW7C52CE439351
8888091335,Nevile,Francioli,100-38-2519,1FTNF1E83AK978665
8888091336,Alvan,Beldan,805-23-9769,4F2CY0C73BK910957
8888091337,Bertrand,Firman,266-95-6189,ZHWGU5BR0EL573778
8888091338,Leon,Bowker,823-27-4628,1VWAP7A3XEC607673
8888091339,Bree,Beushaw,316-57-4471,WA1CGBFE1BD671190
8888091340,Roley,Dorking,748-64-2364,2LMHJ5AT6CB650833
8888091341,Reid,Helks,197-09-7261,WAUMK98K49A785424
8888091342,Mord,Petrovsky,296-64-4279,1FTEX1CM8DK019439
8888091343,Janeen,Syce,623-26-7821,KNDJN2A27E7984652
8888091344,Goraud,Aisthorpe,668-47-5978,WAUVC58E65A506179
8888091345,Debi,Peery,711-99-6201,1C3CDFCB5FD949468
8888091346,Nahum,Spiteri,381-57-9909,3GYFNGE31CS190874
8888091347,Westleigh,Farfoot,124-06-0254,WBANV1C57AB101446
8888091348,Mattheus,Snoad,374-04-6571,JN8AF5MR5BT852200
8888091349,Annmarie,Piotrkowski,280-82-6506,WBA3A5G55EN978266
8888091350,Gilli,Collick,387-51-4262,1C4AJWAG6EL513632
8888091351,Warde,Ulster,479-75-1499,5TDDK3DC7DS097282
8888091352,Stearne,Volant,890-12-9960,WBA4B1C5XFG403585
8888091353,Pierre,Garrett,812-98-3039,5N1AN0NW7FN695362
8888091354,Normand,Bunkle,270-82-7422,1GD22XEG2FZ695003
8888091355,Billy,Polino,887-43-4085,3C4PDCDG0ET777509
8888091356,Lorie,Dictus,273-54-5822,WP0CA2A88FS103867
8888091357,Joelie,O'Hartagan,889-68-2690,KNAFT4A24C5331161
8888091358,Corby,Coulthurst,723-85-1237,WBAVM5C50DV794812
8888091359,Marga,holmes,689-18-7486,2HNYD18856H057249
8888091360,Antons,Blything,563-38-8141,JA32U1FU4CU028389
8888091361,Constantine,Rasher,552-64-4142,WBSDX9C52CE274082
8888091362,Tresa,Layburn,599-92-3345,JH4DC23911S472131
8888091363,Caldwell,Dawltrey,828-03-6519,WP0AB2A80CS588215
8888091364,Grethel,Edden,877-55-3234,WBABD53445P235070
8888091365,Rhianon,Bragge,372-86-0373,WP0CA2A84DS899224
8888091366,Stacee,Sherwood,281-68-1552,1C3CDZBG5DN237001
8888091367,Sileas,Audibert,597-22-3314,5N1AN0NW5FN428897
8888091368,Catina,Earp,807-54-5544,5N1AA0NC0AN626118
8888091369,Camilla,Beckinsale,688-07-7591,JTDZN3EU7FJ137672
8888091370,Adina,Kasbye,680-68-8298,2C3CDXBGXFH022276
8888091371,Lanita,Vasyutochkin,270-59-8217,1GYFC66818R126001
8888091372,Nicolea,De Bruyn,103-57-0108,WBAVA33508P289733
8888091373,Jodi,Drexel,381-96-8811,1GKS1HE03DR617492
8888091374,Garrik,Enoksson,408-53-8476,2B3CA7CW2AH033292
8888091375,Romain,Falla,623-13-0968,5FRYD3H81FB938357
8888091376,Clementia,Baddoe,700-65-1836,3C3CFFDRXDT367685
8888091377,Phoebe,Tatershall,367-67-8322,4A31K5DF2AE744338
8888091378,Imojean,Jansema,370-25-1649,WVGAV7AX4BW219212
8888091379,Codi,Moizer,805-49-1376,3VWML7AJ4EM189973
8888091380,Zared,Leeman,750-30-4126,WBADT33461G580823
8888091381,Ezmeralda,Giorgione,246-51-3520,WBADR63483G151895
8888091382,Cindie,Mosdill,607-55-7198,NM0KS9BN0CT040076
8888091383,Harcourt,Eich,131-80-4950,3C3CFFFH0ET474637
8888091384,Jerrie,Edwick,625-48-1131,1N4AA5AP5AC159239
8888091385,Flossy,Yo,765-28-4292,1G6AM5S38D0466491
8888091386,Lexy,Sheward,767-14-9736,WA1EV74LX8D096612
8888091387,Matti,Steptowe,562-89-9811,WBAWB7C57AP487577
8888091388,Chelsie,Mackison,595-96-9846,JHMZF1C47DS869567
8888091389,Britte,Conibere,363-89-1964,WBA6B4C5XED012348
8888091390,Clare,Trodd,842-52-1444,1FMJU1G54AE733228
8888091391,Neall,Tankin,619-36-6608,3FAHP0JA0AR204133
8888091392,Eran,Eton,108-97-4227,5N1AR2MM6EC726921
8888091393,Claude,Petris,258-82-6923,JN1AZ4EH6CM636048
8888091394,Tate,Crowche,656-10-8213,KMHHT6KD4AU529552
8888091395,Melessa,Gorbell,799-88-7250,1G4CU541844881123
8888091396,Farand,Bayfield,246-17-8538,3VW467AT3CM443422
8888091397,Mirabel,Takis,111-84-3784,19UUA9F56CA995583
8888091398,Kennett,Henric,514-16-2332,WAUMF98P66A937456
8888091399,Flss,Imlach,551-16-4015,JN8AZ2KRXDT940977
8888091400,Jory,Thurlby,354-36-6144,KNAFZ6A32F5305178
8888091401,Leon,Bedingfield,752-63-6307,1G6YX36D185339507
8888091402,Gamaliel,Whapham,232-32-3271,3VW117AU5FM529782
8888091403,Rayshell,Wallicker,242-46-9132,WAUGL98E96A414193
8888091404,Giacopo,Beardsworth,394-15-5698,1FTEX1CM7DF304965
8888091405,Isaiah,Gibbe,862-32-9584,JTDKN3DU6F0051987
8888091406,Elmo,d'Escoffier,303-16-9893,WA1LFAFP5EA920305
8888091407,Fernandina,Cokayne,588-72-9319,1D4PT4GX8BW143572
8888091408,Wait,Maxted,559-40-5905,JHMZE2H31ES162720
8888091409,Antonio,Scotchmoor,503-13-2313,1N6AA0ED9FN147035
8888091410,Farrand,Bricknell,853-09-9299,1FTEW1CM4DF608516
8888091411,Orelie,Shropsheir,584-66-4677,SCBFR7ZA3DC318710
8888091412,Jena,Lippard,715-44-3560,1GYS3RKJ7FR793953
8888091413,Wash,Nelmes,573-79-1657,1GYS4DEF3DR223582
8888091414,Abran,Hartopp,450-95-7426,WBAGL63524D088111
8888091415,Rhys,Fairholme,847-40-0048,SCFBB04BX7G929582
8888091416,Linoel,Bahde,281-20-4320,WBALM7C52DE713117
8888091417,Marylee,Casetta,786-62-2352,5TDBKRFH1ES815509
8888091418,Arnaldo,Flux,552-33-5152,5J8TB3H38EL847296
8888091419,Dur,Escreet,848-83-1747,WVGFG9BP3BD906770
8888091420,Ignacius,Long,332-58-0269,KNDPB3A25C7586264
8888091421,Roscoe,Scupham,567-60-9990,4JGDF2EE5EA093479
8888091422,Adamo,Roger,357-23-6490,2LMDJ6JC4AB333747
8888091423,Tally,Buckoke,587-46-6658,JN1CV6AP7DM608385
8888091424,Milena,Perfitt,826-33-2938,3VW1K7AJ9EM723510
8888091425,Richmond,Braunes,587-66-7246,2G61M5S38E9949678
8888091426,Rebbecca,Fidal,308-12-2707,19UUA66205A104131
8888091427,Rock,Furmedge,403-50-7759,TRUTC28N121334945
8888091428,Shena,MacKereth,190-67-2523,WAUFGAFC8FN242184
8888091429,Adolf,Seville,533-09-8828,JTHBE1BL9D5831740
8888091430,Collette,Feathersby,467-55-0618,2C3CK3CV7AH585984
8888091431,Dale,Whitehead,344-25-5574,WBSDX9C52CE541723
8888091432,Alvina,Radbourn,368-36-3547,1N6AA0CJ0FN950390
8888091433,Chandal,Canet,562-60-5629,JH4DC53076S375316
8888091434,Valli,Pods,434-82-4141,1FTEX1CM3CF489949
8888091435,Riannon,Catterell,403-79-9161,1VWAH7A3XEC102181
8888091436,Pascal,Pochet,276-77-8721,WBAPN7C56BA141181
8888091437,Jemie,Cornelis,697-34-2744,JN1CV6FEXDM971285
8888091438,Anthe,Malthus,885-47-6303,1G6DF8E54E0273987
8888091439,Lenna,Garfirth,107-29-5495,WAUXU54B32N689675
8888091440,Guilbert,Safell,274-17-5367,JM1GJ1U50F1843092
8888091441,Granger,Kowalski,119-69-5127,3D7LT2ET2BG270922
8888091442,Pia,Tawton,888-85-9596,3GYFNFE36CS819460
8888091443,Erroll,Bellee,375-26-5369,WAUCFAFR1CA094487
8888091444,Nero,Truett,339-35-3706,5TDBK3EH9CS838113
8888091445,Chaim,Browse,869-70-2084,WBAFZ9C58CC627038
8888091446,Drusie,Coarser,632-59-7476,1N6AF0LY7EN049031
8888091447,Shermy,Wadman,492-96-3694,WAUGGAFR6EA307242
8888091448,Imelda,Boot,244-49-4397,WAUFFAFM9AA656554
8888091449,Aeriela,Smaleman,589-17-3568,WVGEF9BP3ED521809
8888091450,Tiphany,Konmann,207-18-5748,WAUBG78EX6A434939
8888091451,Willyt,Freake,511-25-2828,3VW4A7AT8DM510516
8888091452,Mirna,Simione,242-28-4536,WBANU535X8B454784
8888091453,Garrik,Messingham,393-32-3937,WBASP2C55BC533189
8888091454,Josephine,Sivyer,169-65-9303,WBANV13549B206795
8888091455,Janka,Bartleet,362-73-5844,4T1BF3EKXAU671524
8888091456,Fae,Garms,104-11-5446,WAUKFAFL7BA150003
8888091457,Chiquita,Bransom,349-66-9823,WAU3GAFD5FN837456
8888091458,Vernen,Mifflin,543-20-3266,WAUJFAFH6DN739305
8888091459,Cordy,Grosier,663-50-5537,JTDZN3EU9FJ799799
8888091460,Dwight,Beasleigh,422-24-4142,2HNYD18262H804539
8888091461,Archambault,Fane,655-60-3634,WA1YD54B55N276033
8888091462,Zora,Van Daalen,768-98-6553,JN1BY1APXFM521573
8888091463,Genna,Scurfield,717-54-9878,SAJWA2EK6EM453134
8888091464,Ryon,Albrecht,165-74-4898,3C4PDCBB6DT034942
8888091465,Anastasie,Halwill,317-26-1829,WBSBL934X6P881592
8888091466,Traver,Lettice,145-05-7513,1GYFK26269R651175
8888091467,Rey,Garraway,203-85-0563,4USBU33576L813150
8888091468,Winfred,Lyness,843-52-7518,WA1BV94L17D859758
8888091469,Vallie,Tift,253-76-2671,WBAUC7C56AV062495
8888091470,Judah,Mussilli,259-96-8206,WA1BY74L79D262483
8888091471,Johanna,Pasterfield,278-31-0362,1G6DV5EP7E0177872
8888091472,Ricki,Girodon,161-45-4871,5UXFG8C53AL223157
8888091473,Rick,Uzelli,832-99-7299,2C3CDYCJ6CH570402
8888091474,Marysa,Laundon,354-13-6348,WAUFL54D31N139455
8888091475,Aimil,Biddwell,445-94-1459,KNDPB3A23C7167586
8888091476,Teodora,McGinty,599-55-0143,WA1MKAFP3AA595888
8888091477,Tiler,Hennemann,307-01-7337,1C4RDJDG1EC315260
8888091478,Kacie,Gooderridge,772-75-1022,1LNHL9DK6EG099735
8888091479,Isadora,Chadbourne,424-90-8750,5TDBY5G1XDS333869
8888091480,Benedicta,Pechacek,387-38-1782,WBAWR33577P124788
8888091481,Roanne,Potte,408-05-6712,WAURFAFR9EA666855
8888091482,Shaun,Bresnahan,739-75-5344,SCBGC3ZA8EC001411
8888091483,Millie,Couchman,617-96-8269,3VW217AU1FM130954
8888091484,Porter,Lill,609-27-0098,5FRYD3H86FB153705
8888091485,Dorian,Crowson,787-09-8922,1G6AF5SX7E0952885
8888091486,Nanine,Upshall,493-91-7117,1G6EC12972B324393
8888091487,Koo,Fearneley,747-60-4358,WA1AGBFE8CD469357
8888091488,Barnie,Hegg,767-87-7972,3C63DPHL6CG641380
8888091489,Danny,Pydcock,247-34-3485,WBAWV13547P220412
8888091490,Lois,Millom,835-69-5773,2C3CDXEJ6CH288400
8888091491,Bartlett,Lamburne,373-74-2381,1N4AA5AP5BC109880
8888091492,Dehlia,Strowger,614-46-1171,JHMZF1D60ES446444
8888091493,Alaine,Lofthouse,859-31-7983,WAUCFAFR2DA868800
8888091494,Reinold,Polly,314-17-0687,JH4DC53012C977469
8888091495,Rebe,Broadfoot,268-40-7563,WBAUT93579A297759
8888091496,Gaynor,Joule,721-16-8382,1G6DK5EY0B0053617
8888091497,Danyelle,Pincked,631-32-4414,JTJBC1BA0B2835709
8888091498,Crissie,Lewerenz,495-40-3658,2C3CA9CT0AH632504
8888091499,Nealon,Matthew,235-57-0188,1C4RDHDG2CC234323
8888091500,Udall,Coy,320-60-8311,2T1BU4EE6DC683097
8888091501,Kerk,Saundercock,562-18-0442,3GYFNDEY6BS206298
8888091502,Wilone,Jukubczak,651-61-9756,WP1AE2A29CL285202
8888091503,Launce,Tomczykowski,749-55-8917,5FNRL5H29EB437277
8888091504,Helenelizabeth,Druhan,196-82-5750,SCFAB42353K333155
8888091505,Loleta,Newham,182-94-2275,JH4DC53874S880663
8888091506,Duane,Baldelli,369-47-4152,WBA3B1C51F5661954
8888091507,Joyce,Goare,167-41-3896,3FAHP0DC6BR869164
8888091508,Janifer,Cahalan,220-81-8761,SCBCU8ZA8AC393552
8888091509,Wendye,Hulburt,675-01-0381,SCBET9ZA8FC351651
8888091510,Noll,Marzello,397-99-5944,JN1AZ4EH6FM487791
8888091511,Haily,McDunlevy,189-18-0900,1N6AA0EJ6FN032849
8888091512,Tyson,Cahillane,838-86-9829,1C3CCBCB4CN677349
8888091513,Marve,Spelwood,390-42-5030,JH4DC53813S484744
8888091514,Tabby,Ivell,198-72-2172,WA1MMAFE5AD642166
8888091515,Cate,Cottesford,158-61-6901,5N1AR2MM5DC240292
8888091516,Melosa,Khoter,188-90-7466,5TDBKRFH3ES307204
8888091517,Bradan,Prazor,272-05-2200,1FTWF3A58AE274780
8888091518,Stephie,Swalwell,495-51-0074,SCBDU3ZA1CC024994
8888091519,Nico,Nassey,693-37-7655,WBAYA6C56FG166241
8888091520,Wynne,Dinsey,339-74-0590,WAUVFAFH3AN624660
8888091521,Murray,Burndred,774-78-5654,YV1902FH6B2342621
8888091522,Lin,Lummus,220-74-2661,WBA3N9C59EF213959
8888091523,Derby,Heisham,801-62-5981,3C6TD4CT1CG352025
8888091524,Sidonnie,Hanigan,178-89-1221,1FADP5AUXEL983549
8888091525,Berky,Washbrook,264-89-6985,JTDKDTB35D1247973
8888091526,Nancie,Grewes,335-72-9079,1GYS3AEF1DR291588
8888091527,Natassia,Airth,798-89-0591,SCBGU3ZA8EC583961
8888091528,Lawton,Gronno,136-87-7527,NM0GE9F71F1616105
8888091529,Jane,Doerffer,589-82-1484,3C4PDCAB4FT856305
